Country,Species,Most common name,Description Of Specific Uses,Lang,Description,Transboundary name,Other name,Uses,Additional information,Additional information comments,Efabis cultural role comment,Efabis cultural value,Adaptability to specific environment,Specific resistance or tolerance,Specific reproductive characteristic,Special characteristic of product,Other special qualities,Reference for special qualities,Efabis genetic features,Efabis environmental role,Efabis adaptability to marginal land,Body conformation,Coat description,Coat quality,Comb type,Skin colour,Shank and foot colour,Plumage colour,Pattern within feather,Avian classification,Color comments,Efabis main colour,Efabis skin colour,Number of horns males,Number of horns females,Horn shape size and comments,Wither height males,Wither height females,Weight males,Weight females,Other specific visible traits,Breed classification,Herdbook,Herdbook established,Domestication status,Taxonomic classification,Description of origin,Year of origin,Import,Location within country,Egs per year AVG,Eggs per year MIN,Eggs per year MAX,Egg weight,Wool or hair,Wool type,Fleece weight AVG,Fleece weight MIN,Fleece weight MAX,Fibre diam,Management system,Feeding of adults,Mobility,Milk per year AVG,Milk per year MIN,Milk per year MAX,Lactation length AVG,Lactation length MIN,Lactation length MAX,Milk yield per lactation (kg) AVG,Milk yield per lactation (kg) MIN,Milk yield per lactation (kg) MAX,Milk fat AVG,Milk fat MIN,Milk fat MAX,Milk per day,Number of lactations,Efabis milk protein AVG,Efabis milk protein MIN,Efabis milk protein MAX,Birth weight males,Birth weight females,Age maturity males,Age maturity females,Age breeding males,Age breeding females,Age first parturition AVG,Age first parturition MIN,Age first parturition MAX,Parturition interval AVG,Parturition interval MIN,Parturition interval MAX,Length productive life,Daily gain,Carcass weight,Dressing percentage,Performance data reference,Managment conditions performance measured,Comments managment conditions,Additional performance parameters,Litter size AVG,Litter size MIN,Litter size MAX,Geographical classification,Local cryo conservation status,Local Risk,Local Detailed Risk,Regional Transboundary Risk (detailed),International Transboundary Risk (detailed)
Australia,Horse,New Forest,,eng.,,New Forest Pony,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Australia,Horse,Oldenburger,,eng.,,Oldenburg,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Australia,Horse,Palamino,,eng.,,Palomino,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Australia,Horse,Palouse,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,unknown,unknown,,
Australia,Horse,Percheron,,fr.,,Percheron,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,1000,750,,,,,domestic,breed,imported from France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Australia,Horse,Polish Arabian,,eng.,,Arab,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Australia,Horse,Quarterhorse,,eng.,,Quarter Horse,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Australia,Horse,Shetland,,eng.,,Shetland Pony,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Australia,Horse,Shire,,eng.,,Shire,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,"Shires, in general, were used in the 16th century with paintings dating back to the 15th century that show them in the perfection of form.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,critical
Australia,Horse,Standardbred,,eng.,,American Trotter,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Australia,Horse,Suffolk Punch,,eng.,,Suffolk,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,endangered
Australia,Horse,Swedish Warmblood,,eng.,,Swedish Warmblood,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,unknown
Australia,Horse,Tennessee Walking Horse,,eng.,,Tennessee Walking Horse,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,vulnerable
Australia,Horse,Thoroughbred,,eng.,,Thoroughbred,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Australia,Horse,Timor Pony,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,unknown,unknown,,
Australia,Horse,Waler,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,unknown,unknown,,
Australia,Horse,Warmblood,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,unknown,unknown,,
Australia,Horse,Welsh Mountain Pony,,eng.,,Welsh Pony,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Austria,Horse,Altösterreichisches Warmblut,,ger.,,Furioso-Northstar,"Furioso, Nonius, Przedswit, Gidran","Carting, Riding (sports)",,"The animals were used in the last century as a military horse (ger.=""""K.u.K. Kavalleriepferd"""").",,,The breed is known for their tolerance of heat.,,, ,Suited for Three Day Eventing and Endurance Racing,,,,,,,,,,,,,,Solid coloured occasinally with small white markings on the head and/or feet. No piebalds or appaloosa.,"Chestnut, bay, black, grey",Dark,,,,165,160,500,500,,Native,y,,domestic,breed,local landrace upgraded with Arab and English Halfbred (1800),1832,,country-wide,,,,,,,,,,,semi - intensive,"concentrate, fodder, grazing",stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,regional,No Material,extinct,extinct,endangered,
Austria,Horse,Haflinger,,ger.,,Haflinger,,"Carting, Hobby, PackBaggage, Riding (byChildren)",,,,,The animals are adapted to high mountains.,,, ,Animals were successfully exported to India.,,,,mountain breed,,,,,,,,,,uni coloured: light chestnut mostly with blaze; white markings on the feet are not tolerated. Dark or striped hooves.,"Chestnut with blaze, white mane and tail","Dark under chestnut hair, flesh under white hair",,,,148,145,450,420,,Native,y,,domestic,breed,composite of Heavy Draught Horse/ Halfbred and stallions from Orient (1800),,,country-wide,,,,,,,,,,,"extensive (non backyard), semi - intensive","concentrate, fodder, grazing",stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,international,No Material,atRisk,vulnerable,,notAtRisk
Austria,Horse,Huzule,,ger.,,Hutsul,,"Carting, Hobby, Riding (byChildren), VegetationManagement",in the countries of origin much crossbreeding,,,,very frugal and robust,"quiet, willing animals",very fertile,well suited for driving and pleasure riding with light riders ,well suited as therapy horse,,,well suited for landscaping on meagre pastures,very frugal,,,,,,,,,,"all colours with the exception of grey, roan and spotted. Mostly bay and dun. Desirable are signs of wild horse colouring like backstripe, shoulder-cross and zebra markings on the legs.","bay, dun",dark,,,,142,138,350,320,"Compact nice pony with rectangular frame, harmonic back-line and sloping croup. Deep set tail, neck short and strong, the well muscled shoulders usually are steep. The head is clean, expressive and noble. Hard and not too small hooves often allow work without shoeing.",Native,y,2000,domestic,breed,"the origin is now in Romania and Ukraine, first mentioned in 1603",from the Austro-Hungarian Monarchy (1856),"100% since 1997 from Slovakia, Romania and Poland",country-wide,,,,,,,,,,,"extensive (non backyard), semi - intensive","fodder, grazing","stationary, transhumant",,,,,,,,,,,,,,,,,,40,36,12,18,,,36,,,365,,,22,,,,Verband der Züchter des Huzulenpferdes in Österreich (VZHÖ) Lieglerberg 85 A-8274 Buch bei Hartberg,extensive pasturing,riding horses are kept in paddocks,carries loads up to 100 kg,1,1,1,regional,No Material,atRisk,criticalMaintained,vulnerable,
Austria,Horse,Lipizzaner,,ger.,,Lipitsa,Lipitsa,"Carting, SpanishHorseschool",,A typical example of a baroque riding horse.,bred for the Austrian empire (1580),,,,This breed is known for late maturity., ,This breed is undemanding.,,,,mountainous country,,,,,,,,,,Solid grey or white ; foals are born black or brown with occasional white markings on the head,Grey or white; seldom bay or black,Black except below white markings.,,,,158,158,550,550,,Native,y,,domestic,breed,composite of local horses and old Andalusian horses,1532,,Styria and Vienna,,,,,,,,,,,semi - intensive,"concentrate, fodder, grazing",stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,international,Not Sufficient,atRisk,criticalMaintained,,vulnerable
Austria,Horse,Noriker,"Now used as a draught horse for tourism, for hobby carting and pleasure riding. Rarely as a draught animal in the forest.",ger.,,Noric,"Norisches Kaltblut, Pinzgauer","DraughtPower, Meat",,,folkloristic farming horse; used as a draught horse in show teams of Austrian breweries,,The breed is adapted to mountains.,,, ,,,,,mountain,,,,,,,,,,"Black, dark chestnut, chestnut, bay, grey: white patches, leopard, sometimes blue roans with black heads (ger.= """"Mohrenköpfe""""). Occasionally white markings on the head and/or feet. No white horses.","Bay, black, chestnut; blue roan with black head and legs; seldom pied or spotted","Dark under coloured hair, flesh under white hair",,,,157,154,800,700,"heavy head with convex profile, split croup, clean legs",Native,y,1898,domestic,breed,"composite of various Heavy Draught Horses (Pinzgauer, Brabanter, Burgunder, Ardenner) and Spain-Andalusian-Iberian Blood (1688)",1688,,"Salzburg, Kärnten, Tirol, Steiermark, Oberösterreich",,,,,,,,,,,"extensive (non backyard), semi - intensive","concentrate, fodder, grazing",stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The animals are grazing on the mountains.,Fertility 2009 55%,1,1,1,international,No Material,atRisk,vulnerable,,notAtRisk
Austria,Horse,Pinkafeld,,ger.,,Pinkafö,Pinkafö,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,similar to Murinsulaner; heavy,Native,n,,domestic,variety,original variety of Hungarian Draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Material,extinct,extinct,extinct,
Austria,Horse,Quarter Horse,,,,Quarter Horse,,"Hobby, Riding (sports)",,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,Exotic,y,,domestic,breed,from USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Material,atRisk,endangered,,notAtRisk
Austria,Horse,Shagya-Araber,The animals are used for endurance racing.,ger.,,Shagya Arab,Shagya,"Racing, Riding (sports)",,"This is an old culture breed from a military stud of the last century (""""K.u.K. Gestüt Radauz"""").",Used in traditional show regiments.,,The animals are tolerant of heat and adapted to arid/dry areas.,,, ,These are persistent animals.,,,,"Steppe, arid/dry areas (Trockengebiete)",,,,,,,,,,"Commonly grey or white, foals are born dark. Rarely black animals, no piebalds or leopards. Rarely small white markings on the head and/or feet.","Grey, white, bay, chestnut, black",Dark except below white markings,,,,160,157,450,450,,Native,y,,domestic,breed,"composite of Thoroughbred, Arab and local horses (1842)",1842,,country-wide,,,,,,,,,,,intensive,"concentrate, fodder, grazing",stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Specially suited for endurance racing and sports driving.,1,1,1,international,No Material,atRisk,critical,,vulnerable
Austria,Horse,Vollblutaraber,,ger.,,Arab,"Araber, Arabisches Vollblut","Fancy, Sport",,,,,,,, ,These are hardy animals. The animals are known for their staying power.,,,,,,,,,,,,,,"Solid grey, chestnut or bay, rarely black with occasionally small white markins on the head and/or feet. No piebalds and leopards.","Grey, bay, chestnut, rarely black",Dark except under white markings,,,,155,155,450,450,Fine mane and tail,Exotic,y,1973,domestic,breed,"imported from Germany, Egypt, USA, Poland and the Former Soviet Republic",,,country-wide,,,,,,,,,,,intensive,"concentrate, fodder, grazing",stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,international,No Material,atRisk,endangered,,notAtRisk
Austria,Horse,Österreichisches Warmblut,,ger.,,,Österreichisches Warmblut,Sport,,,,,,,, ,,,,,,,,,,,,,,,Sometimes small white markings on the head and/or legs.,"black, light black, bay, dark chestnut, chestnut, grey",,,,,,,,,,Locally adapted,y,,domestic,breed,"composite of Hanoverian (Germany, 1941) and Halfbred races (Oldenburg) (Germany, 1955)",1950,"since 1970, >20% from Hanoverian and Trakehner (Germany)",country-wide,,,,,,,,,,,intensive,"concentrate, fodder, grazing",stationary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,local,No Material,atRisk,endangered,,
Azerbaijan,Horse,Dilbaz,,,,,,GeneralCrossbreeding,,,,,,,, ,,,,,,,,,,,,,,,"multi coloured: grey with white around lips and nose, hoves are usually white",,,,,,,,,,Medium height,,,,domestic,breed,Local breeds x east horses (Arab and Turkey). This breed has anology with Garabagh breed because it was improved under impact of this breed.,end of XVIII century,,Ganja - Gazakh and Shaki - Zagatala regions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Azerbaijan,Horse,Garabakh,,eng.,,Karabakh,,GeneralCrossbreeding,"In 2003, By 2002 there are a total of 120 horses, including 39-pedigree mare at the Agdam horse-breeding farm .",,,,,,, ,,,,,,,,,,,,,,,uni coloured: orange,,,,,,,,,,"proportional body structure, medium height. Larger than mountain horses,",,,,domestic,breed,exotic,1946,,"Mountain Garabagh, Mil -Garabagh region",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breeding activities to improve local genetic resources of horses in Azerbaijan. For this purpose Agdam horse-breeding farm was established.,,,,,international,No Material,unknown,unknown,,critical
Azerbaijan,Horse,Guba,,,,,,Riding (sports),,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,Major Caucasus Mountain zones.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Azerbaijan,Horse,Lower Caucasus,,eng.,,Lower Caucasus,Karabakh,,Data before independence refer to Former USSR.<br> Efforts are underway to regenerate the Karabakh.,,,,,,, ,,,,,,,,,,,,,,,uni coloured: chestnut or bay,,,,,,150,146,,,light animals,,y,1981,domestic,breed,improved in the 18th century by crossing with Arab and Turkmen,18th century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F65-313,,,,,,,local,No Material,extinct,extinct,,
Azerbaijan,Horse,Shirvan,,,,,,DraughtPower,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,Light animals. Larger than mountain horses.,,,,domestic,breed,There are several hybrids developed through crossbreeding of Garabagh and Dilbaz breeds.,,,Kur-Araz lowland.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Material,unknown,unknown,,
Bangladesh,Horse,Bangladesh native horse,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,It is said that indigenous breed horses have been raised in this country since old times and that they have been influenced genetically by Arabian and Persian horses which have been immigrated through India from the west. But Bangladesh indigenous breed horses belongs more to the lineage of the South East Asian ponies than that of the Arabian and Persian horses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,unknown,unknown,,
Bangladesh,Horse,Rajshahi Pony,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,113,109,150,135,dwarf,,,,domestic,breed,origin unknown,,,"mainly in Rajshani, Jessore, Tangail, Mymensingh, Sylhet and Dhaka Districts, west Bengal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,"FAO Breed Survey Nozawa, K. et al. 1984. Gene constitution of native horses in Bangladesh. In Genetic studies on breed differentiation of the native domestic animals in Bangladesh, Tokyo University of Agriculture, 43-56pp.","Production figures are based on 10 males, 10 females and 4 foals. The animals were fully housed and fed on grazing and fodder.",,,,,,local,No Information,unknown,unknown,,
Belarus,Horse,Belorusskaya,,ru.,,,"Belorusskaya Upryazhnaya, Coach, Draft, Harness, White-Russian Carriage, Byelorussian Harness",DraughtPower,Data before independence refer to Former USSR.<br>,,,,,,, ,,,,,,,,,,,,,,,"uni coloured: dun, bay, chestnut and light bay",,,,,,153,150,540,495,light animals,,,,domestic,breed,composite of draft and coach breeds: maybe Dole and local horses,late 19th century,,,,,,,,,,,,,,,,,,,180,,,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,F65-297 FAO Breed Survey,"Performance data were collected from animals kept under stationary conditions, housed for 6-7 months per year and fed on grazing, fodder and concentrates.",,The top performance results for the breed are as follows:<br> - 2 km walking record (with a pull of 150 kg) in 14 min 41 sec;<br> - 2 km trotting record (with a pull of 50 kg) in 5 min 13 sec;<br> - with a pull of 300 kg the record was 388.8 m;<br> - maximum load capacity kg 660;<br>,,,,local,No Information,unknown,unknown,,
Belarus,Horse,Latvian Draught,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,unknown,unknown,,
Belarus,Horse,Lithuanian Cart,,eng.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,unknown,unknown,,
Belarus,Horse,Polesskaya,,ru.,,,Polesian,,Data before independence refer to Former USSR.<br>,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,"pony, Konik type",,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,unknown,unknown,,
Belarus,Horse,Russian Trotter,,eng.,,Russian Trotter,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Belarus,Horse,Tory,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,unknown,unknown,,
Belarus,Horse,Trakenen,,,,Trakehner,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Belgium,Horse,Appaloosa,,Dutch,,Appaloosa,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,critical,,notAtRisk
Belgium,Horse,Arabe,,fr.,,Arab,"Arab, Arabisch",,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,endangered,,notAtRisk
Belgium,Horse,Arabo Friese Paard,,Dutch,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,critical,,
Belgium,Horse,Baudet de Poitou,,fr.,,Breton,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,imported; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Belgium,Horse,Belgisch Warmbloedpaard,,dutch,,Belgian Warmblood,"Belgian Warmblood, Cheval de Sang Belge",Sport,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,y,1955,domestic,breed,"composite of Gueldre, Hanovrien and Normand",,,country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,extinct,extinct,,critical
Belgium,Horse,Belgische Rijpony,,dutch,,,Poney de Selle Belge,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,critical,,
Belgium,Horse,Boulonnais,,fr.,,Boulonnais,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,imported; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Information,unknown,unknown,vulnerable,
Belgium,Horse,Bretoens trekpaard,,dutch,,Breton,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,imported from France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Belgium,Horse,Cheval Barbe,,fr.,,Barb,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,imported; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,critical,,notAtRisk
Belgium,Horse,Cheval Camarque,,fr.,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,imported; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,unknown,unknown,,
Belgium,Horse,Cheval de Sport Belge,,fr.,,Belgian Sport Horse,"Belgian Sport, Belgisch Sportpaard",Sport,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,y,1920,domestic,breed,"imported from France, Ireland, UK; composite of Cheval d' armes and Selle Français",,,country-wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,notAtRisk,notAtRisk,,
Belgium,Horse,Cheval de Trait Ardennais,,fr.,,Belgian Draft,"Ardennes Draught, Ardenner Trekpaard",DraughtPower,,,,,The breed is adapted to the local environment (local climate and marginal conditions).,,, ,,,,,,,,,,,,,,,"uni coloured: bay (64%), roan (25%), chestnut (6%)",,,,,,158,155,700,600,,,y,1926,domestic,breed,local horse of the Ardennes,,none,southern and eastern Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,Not Sufficient,atRisk,vulnerable,,notAtRisk
Belgium,Horse,Cheval de Trait Belge,,fr.,,Belgian Draft,"Belgian Draught, Belgisch Trekpaard",DraughtPower,,,,,,,, ,,,,,,,,,,,,,,,"uni coloured: roan (79%), bay (12%), black (4%), grey (4%), chestnut (1%)",,,,,,168,164,900,700,,,y,1886,domestic,breed,"descended from local horses: Gros de la Dendre, Gris de Nivelles, Collosses de Mélaigne",,,central and northern Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,65,60,30,30,36,36,45,36,50,360,340,400,15,,675,,,,,,,,,international,Not Sufficient,atRisk,endangered,,notAtRisk
Belgium,Horse,Cheval selle français,,fr.,,French Saddlebred,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,imported; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,regional,No Information,unknown,unknown,notAtRisk,
Belgium,Horse,Cob Normand,,fr.,,Norman Cob,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,imported; exotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,unknown,unknown,,notAtRisk
Belgium,Horse,Connemara Pony,,eng.,,Connemara Pony,"Poney Connemara Belge, Belgische Connemara Pony",,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,critical,,notAtRisk
Belgium,Horse,Dartmoor Pony,,eng.,,Dartmoor Pony,"Poney Dartmoor, Dartmoor Pony",,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,critical,,endangered
Belgium,Horse,Fjord,,eng.,,Fjord,,Milk,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,breed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,international,No Information,atRisk,critical,,notAtRisk
Belgium,Horse,Franches-Montagnes,,French,,Freiberger,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,local,No Information,atRisk,endangered,,
